Order_ID,Date,Time,Order_Type,Product_Id,Price,Quantity,Item_Subtotal,Order_Subtotal,Delivery_Charge,Order_Total
a223,28-10-2024,18:38,Takeaway,267,59,2,118,276,0,276
a224,28-10-2024,18:46,Delivery,135,159,2,318,318,0,318
a225,28-10-2024,18:51,Dine-in,164,269,1,269,269,0,269
a226,28-10-2024,18:59,Takeaway,207,89,3,267,267,0,267
a227,28-10-2024,19:07,Delivery,101,69,3,207,296,0,296
a227,28-10-2024,19:07,Delivery,185,89,1,89,296,0,296
a228,28-10-2024,19:19,Delivery,176,49,4,196,196,10,206
a229,28-10-2024,19:28,Dine-in,174,339,1,339,339,0,339
a230,28-10-2024,19:40,Takeaway,224,139,1,139,297,0,297
a230,28-10-2024,19:40,Takeaway,190,79,2,158,297,0,297
a231,28-10-2024,19:53,Dine-in,162,249,1,249,249,0,249
a232,28-10-2024,20:07,Dine-in,166,299,1,299,299,0,299
a233,28-10-2024,20:18,Takeaway,200,59,3,177,226,0,226
a233,28-10-2024,20:18,Takeaway,261,49,1,49,226,0,226
a234,28-10-2024,20:23,Delivery,125,189,1,189,318,0,318
a234,28-10-2024,20:23,Delivery,132,129,1,129,318,0,318
a235,28-10-2024,20:37,Delivery,101,69,4,276,276,0,276
a236,28-10-2024,20:47,Dine-in,187,59,1,59,59,0,59
a237,28-10-2024,20:52,Takeaway,216,99,2,198,198,0,198
a238,28-10-2024,20:57,Takeaway,144,209,1,209,209,0,209
a239,28-10-2024,21:03,Dine-in,104,79,2,158,158,0,158
a240,28-10-2024,21:15,Delivery,189,69,4,276,276,0,276
a241,28-10-2024,21:26,Dine-in,185,89,1,89,89,0,89
a242,28-10-2024,21:39,Takeaway,171,299,1,299,299,0,299
a243,28-10-2024,21:48,Delivery,124,179,1,179,179,10,189
a244,28-10-2024,21:56,Delivery,268,25,4,100,100,20,120
a245,28-10-2024,22:07,Delivery,105,89,2,178,178,10,188
a248,28-10-2024,22:35,Dine-in,106,99,1,99,99,0,99
a249,28-10-2024,22:43,Delivery,184,89,1,89,89,20,109
a250,28-10-2024,22:57,Takeaway,281,59,4,236,295,0,295
a250,28-10-2024,22:57,Takeaway,265,59,1,59,295,0,295
a251,28-10-2024,23:06,Delivery,112,139,2,278,278,0,278
a252,29-10-2024,13:00,Dine-in,178,49,2,98,334,0,334
a252,29-10-2024,13:00,Dine-in,200,59,4,236,334,0,334
a253,29-10-2024,13:08,Takeaway,190,79,2,158,276,0,276
a253,29-10-2024,13:08,Takeaway,276,59,2,118,276,0,276
a254,29-10-2024,13:18,Dine-in,180,59,1,59,59,0,59
a255,29-10-2024,13:32,Takeaway,104,79,3,237,286,0,286
a255,29-10-2024,13:32,Takeaway,239,49,1,49,286,0,286
a256,29-10-2024,13:41,Takeaway,183,89,2,178,178,0,178
a257,29-10-2024,13:55,Dine-in,189,69,2,138,287,0,287
a257,29-10-2024,13:55,Dine-in,114,149,1,149,287,0,287
a258,29-10-2024,14:00,Delivery,104,79,3,237,237,0,237
a259,29-10-2024,14:05,Delivery,104,79,1,79,79,20,99
a260,29-10-2024,14:19,Delivery,182,79,3,237,237,0,237
a261,29-10-2024,14:27,Delivery,192,99,3,297,297,0,297
a262,29-10-2024,14:34,Delivery,208,69,3,207,207,0,207
a263,29-10-2024,14:39,Delivery,287,79,2,158,297,0,297
a263,29-10-2024,14:39,Delivery,220,139,1,139,297,0,297
a265,29-10-2024,14:53,Takeaway,166,299,1,299,299,0,299
a266,29-10-2024,14:58,Delivery,157,199,1,199,199,10,209
a267,29-10-2024,15:10,Delivery,125,189,1,189,189,10,199
a268,29-10-2024,15:16,Dine-in,101,69,2,138,138,0,138
a269,29-10-2024,15:29,Dine-in,196,59,1,59,59,0,59
a270,29-10-2024,15:34,Takeaway,158,219,1,219,219,0,219
a271,29-10-2024,15:44,Delivery,155,199,1,199,199,10,209
a272,29-10-2024,15:55,Takeaway,181,59,2,118,236,0,236
a272,29-10-2024,15:55,Takeaway,208,69,1,69,236,0,236
a272,29-10-2024,15:55,Takeaway,264,49,1,49,236,0,236
a273,29-10-2024,16:07,Dine-in,216,99,1,99,99,0,99
a274,29-10-2024,16:16,Takeaway,204,99,1,99,99,0,99
a275,29-10-2024,16:25,Delivery,102,79,2,158,207,0,207
a275,29-10-2024,16:25,Delivery,186,49,1,49,207,0,207
a277,29-10-2024,16:46,Takeaway,156,199,1,199,199,0,199
a278,29-10-2024,17:00,Dine-in,190,79,1,79,278,0,278
a278,29-10-2024,17:00,Dine-in,106,99,1,99,278,0,278
a278,29-10-2024,17:00,Dine-in,269,25,4,100,278,0,278
a279,29-10-2024,17:12,Delivery,156,199,1,199,199,10,209
a280,29-10-2024,17:21,Takeaway,237,39,4,156,156,0,156
a281,29-10-2024,17:27,Delivery,246,99,1,99,99,20,119
a282,29-10-2024,17:36,Dine-in,137,179,1,179,179,0,179
a283,29-10-2024,17:50,Dine-in,141,229,1,229,229,0,229
a284,29-10-2024,17:55,Delivery,173,329,1,329,329,0,329
a285,29-10-2024,18:10,Delivery,189,69,3,207,207,0,207
a286,29-10-2024,18:15,Takeaway,250,59,4,236,334,0,334
a286,29-10-2024,18:15,Takeaway,177,49,2,98,334,0,334
a287,29-10-2024,18:26,Dine-in,134,159,2,318,318,0,318
a288,29-10-2024,18:33,Delivery,113,139,2,278,278,0,278
a289,29-10-2024,18:47,Dine-in,181,59,1,59,215,0,215
a289,29-10-2024,18:47,Dine-in,237,39,4,156,215,0,215
a290,29-10-2024,18:56,Dine-in,189,69,1,69,69,0,69
a291,29-10-2024,19:11,Delivery,166,299,1,299,299,0,299
a292,29-10-2024,19:21,Dine-in,108,109,1,109,109,0,109
a293,29-10-2024,19:28,Delivery,199,59,2,118,118,10,128
a295,29-10-2024,19:54,Dine-in,176,49,1,49,49,0,49
a296,29-10-2024,20:02,Takeaway,129,119,2,238,238,0,238
a297,29-10-2024,20:09,Delivery,105,89,1,89,187,10,197
a297,29-10-2024,20:09,Delivery,177,49,2,98,187,10,197
a298,29-10-2024,20:14,Delivery,178,49,2,98,98,20,118
a299,29-10-2024,20:20,Takeaway,118,129,1,129,129,0,129
a300,29-10-2024,20:28,Takeaway,226,149,2,298,298,0,298
a301,29-10-2024,20:33,Dine-in,201,69,4,276,345,0,345
a301,29-10-2024,20:33,Dine-in,189,69,1,69,345,0,345
a302,29-10-2024,20:38,Dine-in,106,99,2,198,198,0,198
a303,29-10-2024,20:49,Dine-in,135,159,2,318,318,0,318
a304,29-10-2024,20:56,Takeaway,102,79,2,158,347,0,347
a304,29-10-2024,20:56,Takeaway,152,189,1,189,347,0,347
a305,29-10-2024,21:03,Dine-in,260,59,3,177,177,0,177
a306,29-10-2024,21:08,Delivery,121,159,2,318,318,0,318
a307,29-10-2024,21:21,Dine-in,107,99,2,198,198,0,198
a308,29-10-2024,21:33,Dine-in,122,159,2,318,318,0,318
a309,29-10-2024,21:44,Takeaway,112,139,2,278,278,0,278
a311,29-10-2024,22:00,Delivery,207,89,3,267,267,0,267
a312,29-10-2024,22:11,Takeaway,103,79,4,316,316,0,316
a313,29-10-2024,22:18,Delivery,104,79,3,237,237,0,237
a314,29-10-2024,22:29,Takeaway,142,189,1,189,189,0,189
a315,29-10-2024,22:43,Dine-in,124,179,1,179,179,0,179
a317,29-10-2024,23:02,Dine-in,262,49,2,98,157,0,157
a317,29-10-2024,23:02,Dine-in,181,59,1,59,157,0,157
a318,29-10-2024,23:11,Dine-in,241,49,3,147,256,0,256
a318,29-10-2024,23:11,Dine-in,108,109,1,109,256,0,256
a319,29-10-2024,23:22,Delivery,106,99,2,198,198,10,208
a320,29-10-2024,23:36,Delivery,185,89,2,178,178,10,188
a321,29-10-2024,23:41,Dine-in,109,109,2,218,218,0,218
a322,29-10-2024,23:53,Delivery,183,89,2,178,178,10,188
a323,29-10-2024,0:02,Delivery,105,89,1,89,89,20,109
a324,29-10-2024,0:08,Takeaway,205,49,2,98,98,0,98
a325,29-10-2024,0:16,Dine-in,178,49,3,147,147,0,147
a326,29-10-2024,0:22,Takeaway,154,189,1,189,189,0,189
a327,29-10-2024,0:35,Takeaway,164,269,1,269,269,0,269
a328,29-10-2024,0:44,Takeaway,119,139,1,139,308,0,308
a328,29-10-2024,0:44,Takeaway,136,169,1,169,308,0,308
a329,30-10-2024,13:00,Takeaway,106,99,3,297,297,0,297
a330,30-10-2024,13:13,Takeaway,142,189,1,189,308,0,308
a330,30-10-2024,13:13,Takeaway,129,119,1,119,308,0,308
a331,30-10-2024,13:18,Takeaway,179,59,3,177,296,0,296
a331,30-10-2024,13:18,Takeaway,129,119,1,119,296,0,296
a332,30-10-2024,13:24,Dine-in,186,49,3,147,336,0,336
a332,30-10-2024,13:24,Dine-in,125,189,1,189,336,0,336
a333,30-10-2024,13:36,Takeaway,122,159,1,159,159,0,159
a334,30-10-2024,13:42,Takeaway,107,99,3,297,297,0,297
a335,30-10-2024,13:49,Delivery,118,129,1,129,129,10,139
a336,30-10-2024,14:01,Dine-in,134,159,1,159,159,0,159
a337,30-10-2024,14:06,Delivery,260,59,2,118,118,10,128
a338,30-10-2024,14:13,Delivery,168,259,1,259,259,0,259
a339,30-10-2024,14:20,Takeaway,187,59,4,236,236,0,236
a340,30-10-2024,14:25,Dine-in,176,49,4,196,196,0,196
a341,30-10-2024,14:32,Takeaway,181,59,4,236,236,0,236
a342,30-10-2024,14:41,Dine-in,165,289,1,289,289,0,289
a343,30-10-2024,14:53,Dine-in,106,99,1,99,99,0,99
a344,30-10-2024,15:00,Dine-in,126,109,3,327,327,0,327
a345,30-10-2024,15:13,Delivery,178,49,3,147,147,10,157
a346,30-10-2024,15:22,Delivery,183,89,3,267,267,0,267
a347,30-10-2024,15:29,Dine-in,201,69,4,276,276,0,276
a348,30-10-2024,15:38,Takeaway,130,129,1,129,325,0,325
a348,30-10-2024,15:38,Takeaway,271,49,4,196,325,0,325
a349,30-10-2024,15:52,Delivery,215,79,2,158,158,10,168
a350,30-10-2024,15:59,Takeaway,187,59,1,59,59,0,59
a351,30-10-2024,16:12,Dine-in,106,99,1,99,99,0,99
a352,30-10-2024,16:19,Dine-in,240,49,3,147,206,0,206
a352,30-10-2024,16:19,Dine-in,200,59,1,59,206,0,206
a353,30-10-2024,16:29,Dine-in,101,69,1,69,306,0,306
a353,30-10-2024,16:29,Dine-in,129,119,1,119,306,0,306
a353,30-10-2024,16:29,Dine-in,265,59,2,118,306,0,306
a354,30-10-2024,16:37,Takeaway,175,349,1,349,349,0,349
a355,30-10-2024,16:49,Takeaway,186,49,1,49,227,0,227
a355,30-10-2024,16:49,Takeaway,203,89,2,178,227,0,227
a356,30-10-2024,16:58,Dine-in,254,29,1,29,208,0,208
a356,30-10-2024,16:58,Dine-in,137,179,1,179,208,0,208
a357,30-10-2024,17:09,Delivery,149,269,1,269,269,0,269
a358,30-10-2024,17:15,Takeaway,106,99,2,198,198,0,198
a359,30-10-2024,17:20,Delivery,127,119,2,238,238,0,238
a360,30-10-2024,17:27,Takeaway,127,119,2,238,297,0,297
a360,30-10-2024,17:27,Takeaway,187,59,1,59,297,0,297
a361,30-10-2024,17:34,Delivery,165,289,1,289,289,0,289
a362,30-10-2024,17:45,Delivery,149,269,1,269,269,0,269
a363,30-10-2024,17:57,Takeaway,120,139,2,278,278,0,278
a364,30-10-2024,18:09,Dine-in,252,25,2,50,288,0,288
a364,30-10-2024,18:09,Dine-in,129,119,2,238,288,0,288
a365,30-10-2024,18:21,Delivery,242,49,4,196,196,10,206
a366,30-10-2024,18:26,Dine-in,115,159,2,318,318,0,318
a367,30-10-2024,18:41,Dine-in,111,129,1,129,129,0,129
a368,30-10-2024,18:49,Delivery,102,79,1,79,348,0,348
a368,30-10-2024,18:49,Delivery,164,269,1,269,348,0,348
a369,30-10-2024,18:54,Takeaway,112,139,1,139,335,0,335
a369,30-10-2024,18:54,Takeaway,194,49,4,196,335,0,335
a370,30-10-2024,19:09,Delivery,261,49,4,196,196,10,206
a371,30-10-2024,19:14,Takeaway,253,25,3,75,264,0,264
a371,30-10-2024,19:14,Takeaway,153,189,1,189,264,0,264
a372,30-10-2024,19:21,Delivery,173,329,1,329,329,0,329
a373,30-10-2024,19:32,Dine-in,154,189,1,189,189,0,189
a374,30-10-2024,19:45,Delivery,181,59,3,177,316,0,316
a374,30-10-2024,19:45,Delivery,225,139,1,139,316,0,316
a375,30-10-2024,19:53,Delivery,136,169,1,169,169,10,179
a376,30-10-2024,20:03,Dine-in,183,89,1,89,258,0,258
a376,30-10-2024,20:03,Dine-in,136,169,1,169,258,0,258
a377,30-10-2024,20:18,Takeaway,261,49,5,245,245,0,245
a378,30-10-2024,20:33,Takeaway,187,59,4,236,236,0,236
a379,30-10-2024,20:44,Dine-in,134,159,1,159,297,0,297
a379,30-10-2024,20:44,Dine-in,189,69,2,138,297,0,297
a380,30-10-2024,20:56,Delivery,208,69,1,69,69,20,89
a381,30-10-2024,21:05,Takeaway,250,59,2,118,307,0,307
a381,30-10-2024,21:05,Takeaway,138,189,1,189,307,0,307
a382,30-10-2024,21:12,Takeaway,153,189,1,189,189,0,189
a383,30-10-2024,21:22,Takeaway,283,59,2,118,118,0,118
a384,30-10-2024,21:30,Dine-in,118,129,1,129,129,0,129
a385,30-10-2024,21:43,Dine-in,188,69,2,138,217,0,217
a385,30-10-2024,21:43,Dine-in,103,79,1,79,217,0,217
a386,30-10-2024,21:55,Delivery,279,59,3,177,177,10,187
a387,30-10-2024,22:04,Dine-in,285,59,5,295,295,0,295
a388,30-10-2024,22:10,Delivery,273,59,2,118,118,10,128
a389,30-10-2024,22:17,Delivery,185,89,1,89,89,20,109
a390,30-10-2024,22:29,Dine-in,115,159,2,318,318,0,318
a392,30-10-2024,22:47,Dine-in,263,49,2,98,98,0,98
a393,30-10-2024,22:55,Delivery,190,79,3,237,237,0,237
a394,30-10-2024,23:01,Takeaway,273,59,4,236,285,0,285
a394,30-10-2024,23:01,Takeaway,261,49,1,49,285,0,285
a395,30-10-2024,23:08,Takeaway,189,69,4,276,276,0,276
a396,30-10-2024,23:17,Delivery,199,59,1,59,258,0,258
a396,30-10-2024,23:17,Delivery,156,199,1,199,258,0,258
a398,30-10-2024,23:35,Dine-in,136,169,2,338,338,0,338
a399,31-10-2024,13:00,Dine-in,139,199,1,199,199,0,199
a400,31-10-2024,13:08,Takeaway,106,99,3,297,297,0,297
a401,31-10-2024,13:18,Delivery,109,109,3,327,327,0,327
a402,31-10-2024,13:31,Delivery,106,99,2,198,257,0,257
a402,31-10-2024,13:31,Delivery,243,59,1,59,257,0,257
a403,31-10-2024,13:43,Takeaway,187,59,3,177,177,0,177
a404,31-10-2024,13:54,Delivery,111,129,1,129,337,0,337
a404,31-10-2024,13:54,Delivery,118,129,1,129,337,0,337
a404,31-10-2024,13:54,Delivery,182,79,1,79,337,0,337
a405,31-10-2024,14:03,Takeaway,135,159,2,318,318,0,318
a406,31-10-2024,14:17,Delivery,146,249,1,249,249,0,249
a407,31-10-2024,14:24,Dine-in,262,49,4,196,295,0,295
a407,31-10-2024,14:24,Dine-in,107,99,1,99,295,0,295
a408,31-10-2024,14:33,Dine-in,110,119,1,119,315,0,315
a408,31-10-2024,14:33,Dine-in,178,49,4,196,315,0,315
a409,31-10-2024,14:39,Takeaway,178,49,4,196,196,0,196
a410,31-10-2024,14:51,Delivery,183,89,3,267,267,0,267
a411,31-10-2024,15:01,Takeaway,285,59,2,118,118,0,118
a412,31-10-2024,15:11,Delivery,164,269,1,269,269,0,269
a414,31-10-2024,15:22,Delivery,133,149,2,298,298,0,298
a415,31-10-2024,15:28,Takeaway,141,229,1,229,347,0,347
a415,31-10-2024,15:28,Takeaway,250,59,2,118,347,0,347
a416,31-10-2024,15:39,Dine-in,141,229,1,229,229,0,229
a417,31-10-2024,15:47,Takeaway,103,79,2,158,158,0,158
a418,31-10-2024,16:01,Dine-in,208,69,1,69,69,0,69
a419,31-10-2024,16:11,Delivery,290,99,1,99,258,0,258
a419,31-10-2024,16:11,Delivery,134,159,1,159,258,0,258
a420,31-10-2024,16:23,Delivery,269,25,4,100,347,0,347
a420,31-10-2024,16:23,Delivery,130,129,1,129,347,0,347
a420,31-10-2024,16:23,Delivery,250,59,2,118,347,0,347
a421,31-10-2024,16:33,Takeaway,131,129,2,258,258,0,258
a422,31-10-2024,16:46,Delivery,179,59,4,236,285,0,285
a422,31-10-2024,16:46,Delivery,194,49,1,49,285,0,285
a423,31-10-2024,17:00,Delivery,112,139,2,278,278,0,278
a424,31-10-2024,17:15,Delivery,114,149,2,298,298,0,298
a425,31-10-2024,17:22,Delivery,105,89,1,89,89,20,109
a426,31-10-2024,17:29,Takeaway,169,269,1,269,269,0,269
a427,31-10-2024,17:37,Dine-in,181,59,4,236,315,0,315
a427,31-10-2024,17:37,Dine-in,288,79,1,79,315,0,315
a428,31-10-2024,17:46,Delivery,288,79,1,79,316,0,316
a428,31-10-2024,17:46,Delivery,190,79,3,237,316,0,316
a429,31-10-2024,17:53,Dine-in,144,209,1,209,209,0,209
a430,31-10-2024,18:07,Takeaway,111,129,1,129,129,0,129
a431,31-10-2024,18:17,Delivery,257,59,4,236,236,0,236
a432,31-10-2024,18:24,Dine-in,214,99,2,198,198,0,198
a433,31-10-2024,18:29,Delivery,123,169,1,169,169,10,179
a434,31-10-2024,18:41,Dine-in,135,159,1,159,159,0,159
a435,31-10-2024,18:46,Takeaway,276,59,4,236,236,0,236
a436,31-10-2024,19:01,Dine-in,187,59,4,236,315,0,315
a436,31-10-2024,19:01,Dine-in,190,79,1,79,315,0,315
a437,31-10-2024,19:16,Dine-in,182,79,2,158,307,0,307
