Order_ID,Date,Time,Order_Type,Product_Id,Price,Quantity,Item_Subtotal,Order_Subtotal,Delivery_Charge,Order_Total
a221,2024-10-28,18:18,Delivery,141,229,1,229,329,0,329
a222,2024-10-28,18:25,Takeaway,183,89,1,89,89,0,89
a223,2024-10-28,18:38,Takeaway,181,59,1,59,276,0,276
a223,2024-10-28,18:38,Takeaway,235,99,1,99,276,0,276
a223,2024-10-28,18:38,Takeaway,267,59,2,118,276,0,276
a224,2024-10-28,18:46,Delivery,135,159,2,318,318,0,318
a225,2024-10-28,18:51,Dine-in,164,269,1,269,269,0,269
a226,2024-10-28,18:59,Takeaway,207,89,3,267,267,0,267
a227,2024-10-28,19:07,Delivery,101,69,3,207,296,0,296
a227,2024-10-28,19:07,Delivery,185,89,1,89,296,0,296
a228,2024-10-28,19:19,Delivery,176,49,4,196,196,10,206
a229,2024-10-28,19:28,Dine-in,174,339,1,339,339,0,339
a230,2024-10-28,19:40,Takeaway,224,139,1,139,297,0,297
a230,2024-10-28,19:40,Takeaway,190,79,2,158,297,0,297
a231,2024-10-28,19:53,Dine-in,162,249,1,249,249,0,249
a232,2024-10-28,20:07,Dine-in,166,299,1,299,299,0,299
a233,2024-10-28,20:18,Takeaway,200,59,3,177,226,0,226
a233,2024-10-28,20:18,Takeaway,261,49,1,49,226,0,226
a234,2024-10-28,20:23,Delivery,125,189,1,189,318,0,318
a234,2024-10-28,20:23,Delivery,132,129,1,129,318,0,318
a235,2024-10-28,20:37,Delivery,101,69,4,276,276,0,276
a236,2024-10-28,20:47,Dine-in,187,59,1,59,59,0,59
a237,2024-10-28,20:52,Takeaway,216,99,2,198,198,0,198
a238,2024-10-28,20:57,Takeaway,144,209,1,209,209,0,209
a239,2024-10-28,21:03,Dine-in,104,79,2,158,158,0,158
a240,2024-10-28,21:15,Delivery,189,69,4,276,276,0,276
a241,2024-10-28,21:26,Dine-in,185,89,1,89,89,0,89
a242,2024-10-28,21:39,Takeaway,171,299,1,299,299,0,299
a243,2024-10-28,21:48,Delivery,124,179,1,179,179,10,189
a244,2024-10-28,21:56,Delivery,268,25,4,100,100,20,120
a245,2024-10-28,22:07,Delivery,105,89,2,178,178,10,188
a248,2024-10-28,22:35,Dine-in,106,99,1,99,99,0,99
a249,2024-10-28,22:43,Delivery,184,89,1,89,89,20,109
a250,2024-10-28,22:57,Takeaway,281,59,4,236,295,0,295
a250,2024-10-28,22:57,Takeaway,265,59,1,59,295,0,295
a251,2024-10-28,23:06,Delivery,112,139,2,278,278,0,278
a252,2024-10-29,13:00,Dine-in,178,49,2,98,334,0,334
a252,2024-10-29,13:00,Dine-in,200,59,4,236,334,0,334
a253,2024-10-29,13:08,Takeaway,190,79,2,158,276,0,276
a253,2024-10-29,13:08,Takeaway,276,59,2,118,276,0,276
a254,2024-10-29,13:18,Dine-in,180,59,1,59,59,0,59
a255,2024-10-29,13:32,Takeaway,104,79,3,237,286,0,286
a255,2024-10-29,13:32,Takeaway,239,49,1,49,286,0,286
a256,2024-10-29,13:41,Takeaway,183,89,2,178,178,0,178
a257,2024-10-29,13:55,Dine-in,189,69,2,138,287,0,287
a257,2024-10-29,13:55,Dine-in,114,149,1,149,287,0,287
a258,2024-10-29,14:00,Delivery,104,79,3,237,237,0,237
a259,2024-10-29,14:05,Delivery,104,79,1,79,79,20,99
a260,2024-10-29,14:19,Delivery,182,79,3,237,237,0,237
a261,2024-10-29,14:27,Delivery,192,99,3,297,297,0,297
a262,2024-10-29,14:34,Delivery,208,69,3,207,207,0,207
a263,2024-10-29,14:39,Delivery,287,79,2,158,297,0,297
a263,2024-10-29,14:39,Delivery,220,139,1,139,297,0,297
a265,2024-10-29,14:53,Takeaway,166,299,1,299,299,0,299
a266,2024-10-29,14:58,Delivery,157,199,1,199,199,10,209
a267,2024-10-29,15:10,Delivery,125,189,1,189,189,10,199
a268,2024-10-29,15:16,Dine-in,101,69,2,138,138,0,138
a269,2024-10-29,15:29,Dine-in,196,59,1,59,59,0,59
a270,2024-10-29,15:34,Takeaway,158,219,1,219,219,0,219
a271,2024-10-29,15:44,Delivery,155,199,1,199,199,10,209
a272,2024-10-29,15:55,Takeaway,181,59,2,118,236,0,236
a272,2024-10-29,15:55,Takeaway,208,69,1,69,236,0,236
a272,2024-10-29,15:55,Takeaway,264,49,1,49,236,0,236
a273,2024-10-29,16:07,Dine-in,216,99,1,99,99,0,99
a274,2024-10-29,16:16,Takeaway,204,99,1,99,99,0,99
a275,2024-10-29,16:25,Delivery,102,79,2,158,207,0,207
a275,2024-10-29,16:25,Delivery,186,49,1,49,207,0,207
a277,2024-10-29,16:46,Takeaway,156,199,1,199,199,0,199
a278,2024-10-29,17:00,Dine-in,190,79,1,79,278,0,278
a278,2024-10-29,17:00,Dine-in,106,99,1,99,278,0,278
a278,2024-10-29,17:00,Dine-in,269,25,4,100,278,0,278
a279,2024-10-29,17:12,Delivery,156,199,1,199,199,10,209
a280,2024-10-29,17:21,Takeaway,237,39,4,156,156,0,156
a281,2024-10-29,17:27,Delivery,246,99,1,99,99,20,119
a282,2024-10-29,17:36,Dine-in,137,179,1,179,179,0,179
a283,2024-10-29,17:50,Dine-in,141,229,1,229,229,0,229
a284,2024-10-29,17:55,Delivery,173,329,1,329,329,0,329
a285,2024-10-29,18:10,Delivery,189,69,3,207,207,0,207
a286,2024-10-29,18:15,Takeaway,250,59,4,236,334,0,334
a286,2024-10-29,18:15,Takeaway,177,49,2,98,334,0,334
a287,2024-10-29,18:26,Dine-in,134,159,2,318,318,0,318
a288,2024-10-29,18:33,Delivery,113,139,2,278,278,0,278
a289,2024-10-29,18:47,Dine-in,181,59,1,59,215,0,215
a289,2024-10-29,18:47,Dine-in,237,39,4,156,215,0,215
a290,2024-10-29,18:56,Dine-in,189,69,1,69,69,0,69
a291,2024-10-29,19:11,Delivery,166,299,1,299,299,0,299
a292,2024-10-29,19:21,Dine-in,108,109,1,109,109,0,109
a293,2024-10-29,19:28,Delivery,199,59,2,118,118,10,128
a295,2024-10-29,19:54,Dine-in,176,49,1,49,49,0,49
a296,2024-10-29,20:02,Takeaway,129,119,2,238,238,0,238
a297,2024-10-29,20:09,Delivery,105,89,1,89,187,10,197
a297,2024-10-29,20:09,Delivery,177,49,2,98,187,10,197
a298,2024-10-29,20:14,Delivery,178,49,2,98,98,20,118
a299,2024-10-29,20:20,Takeaway,118,129,1,129,129,0,129
a300,2024-10-29,20:28,Takeaway,226,149,2,298,298,0,298
a301,2024-10-29,20:33,Dine-in,201,69,4,276,345,0,345
a301,2024-10-29,20:33,Dine-in,189,69,1,69,345,0,345
a302,2024-10-29,20:38,Dine-in,106,99,2,198,198,0,198
a303,2024-10-29,20:49,Dine-in,135,159,2,318,318,0,318
a304,2024-10-29,20:56,Takeaway,102,79,2,158,347,0,347
a304,2024-10-29,20:56,Takeaway,152,189,1,189,347,0,347
a305,2024-10-29,21:03,Dine-in,260,59,3,177,177,0,177
a306,2024-10-29,21:08,Delivery,121,159,2,318,318,0,318
a307,2024-10-29,21:21,Dine-in,107,99,2,198,198,0,198
a308,2024-10-29,21:33,Dine-in,122,159,2,318,318,0,318
a309,2024-10-29,21:44,Takeaway,112,139,2,278,278,0,278
a311,2024-10-29,22:00,Delivery,207,89,3,267,267,0,267
a312,2024-10-29,22:11,Takeaway,103,79,4,316,316,0,316
a313,2024-10-29,22:18,Delivery,104,79,3,237,237,0,237
a314,2024-10-29,22:29,Takeaway,142,189,1,189,189,0,189
a315,2024-10-29,22:43,Dine-in,124,179,1,179,179,0,179
a317,2024-10-29,23:02,Dine-in,262,49,2,98,157,0,157
a317,2024-10-29,23:02,Dine-in,181,59,1,59,157,0,157
a318,2024-10-29,23:11,Dine-in,241,49,3,147,256,0,256
a318,2024-10-29,23:11,Dine-in,108,109,1,109,256,0,256
a319,2024-10-29,23:22,Delivery,106,99,2,198,198,10,208
a320,2024-10-29,23:36,Delivery,185,89,2,178,178,10,188
a321,2024-10-29,23:41,Dine-in,109,109,2,218,218,0,218
a322,2024-10-29,23:53,Delivery,183,89,2,178,178,10,188
a323,2024-10-29,00:02,Delivery,105,89,1,89,89,20,109
a324,2024-10-29,00:08,Takeaway,205,49,2,98,98,0,98
a325,2024-10-29,00:16,Dine-in,178,49,3,147,147,0,147
a326,2024-10-29,00:22,Takeaway,154,189,1,189,189,0,189
a327,2024-10-29,00:35,Takeaway,164,269,1,269,269,0,269
a328,2024-10-29,00:44,Takeaway,119,139,1,139,308,0,308
a328,2024-10-29,00:44,Takeaway,136,169,1,169,308,0,308
a329,2024-10-30,13:00,Takeaway,106,99,3,297,297,0,297
a330,2024-10-30,13:13,Takeaway,142,189,1,189,308,0,308
a330,2024-10-30,13:13,Takeaway,129,119,1,119,308,0,308
a331,2024-10-30,13:18,Takeaway,179,59,3,177,296,0,296
a331,2024-10-30,13:18,Takeaway,129,119,1,119,296,0,296
a332,2024-10-30,13:24,Dine-in,186,49,3,147,336,0,336
a332,2024-10-30,13:24,Dine-in,125,189,1,189,336,0,336
a333,2024-10-30,13:36,Takeaway,122,159,1,159,159,0,159
a334,2024-10-30,13:42,Takeaway,107,99,3,297,297,0,297
a335,2024-10-30,13:49,Delivery,118,129,1,129,129,10,139
a336,2024-10-30,14:01,Dine-in,134,159,1,159,159,0,159
a337,2024-10-30,14:06,Delivery,260,59,2,118,118,10,128
a338,2024-10-30,14:13,Delivery,168,259,1,259,259,0,259
a339,2024-10-30,14:20,Takeaway,187,59,4,236,236,0,236
a340,2024-10-30,14:25,Dine-in,176,49,4,196,196,0,196
a341,2024-10-30,14:32,Takeaway,181,59,4,236,236,0,236
a342,2024-10-30,14:41,Dine-in,165,289,1,289,289,0,289
a343,2024-10-30,14:53,Dine-in,106,99,1,99,99,0,99
a344,2024-10-30,15:00,Dine-in,126,109,3,327,327,0,327
a345,2024-10-30,15:13,Delivery,178,49,3,147,147,10,157
a346,2024-10-30,15:22,Delivery,183,89,3,267,267,0,267
a347,2024-10-30,15:29,Dine-in,201,69,4,276,276,0,276
a348,2024-10-30,15:38,Takeaway,130,129,1,129,325,0,325
a348,2024-10-30,15:38,Takeaway,271,49,4,196,325,0,325
a349,2024-10-30,15:52,Delivery,215,79,2,158,158,10,168
a350,2024-10-30,15:59,Takeaway,187,59,1,59,59,0,59
a351,2024-10-30,16:12,Dine-in,106,99,1,99,99,0,99
a352,2024-10-30,16:19,Dine-in,240,49,3,147,206,0,206
a352,2024-10-30,16:19,Dine-in,200,59,1,59,206,0,206
a353,2024-10-30,16:29,Dine-in,101,69,1,69,306,0,306
a353,2024-10-30,16:29,Dine-in,129,119,1,119,306,0,306
a353,2024-10-30,16:29,Dine-in,265,59,2,118,306,0,306
a354,2024-10-30,16:37,Takeaway,175,349,1,349,349,0,349
a355,2024-10-30,16:49,Takeaway,186,49,1,49,227,0,227
a355,2024-10-30,16:49,Takeaway,203,89,2,178,227,0,227
a356,2024-10-30,16:58,Dine-in,254,29,1,29,208,0,208
a356,2024-10-30,16:58,Dine-in,137,179,1,179,208,0,208
a357,2024-10-30,17:09,Delivery,149,269,1,269,269,0,269
a358,2024-10-30,17:15,Takeaway,106,99,2,198,198,0,198
a359,2024-10-30,17:20,Delivery,127,119,2,238,238,0,238
a360,2024-10-30,17:27,Takeaway,127,119,2,238,297,0,297
a360,2024-10-30,17:27,Takeaway,187,59,1,59,297,0,297
a361,2024-10-30,17:34,Delivery,165,289,1,289,289,0,289
a362,2024-10-30,17:45,Delivery,149,269,1,269,269,0,269
a363,2024-10-30,17:57,Takeaway,120,139,2,278,278,0,278
a364,2024-10-30,18:09,Dine-in,252,25,2,50,288,0,288
a364,2024-10-30,18:09,Dine-in,129,119,2,238,288,0,288
a365,2024-10-30,18:21,Delivery,242,49,4,196,196,10,206
a366,2024-10-30,18:26,Dine-in,115,159,2,318,318,0,318
a367,2024-10-30,18:41,Dine-in,111,129,1,129,129,0,129
a368,2024-10-30,18:49,Delivery,102,79,1,79,348,0,348
a368,2024-10-30,18:49,Delivery,164,269,1,269,348,0,348
a369,2024-10-30,18:54,Takeaway,112,139,1,139,335,0,335
a369,2024-10-30,18:54,Takeaway,194,49,4,196,335,0,335
a370,2024-10-30,19:09,Delivery,261,49,4,196,196,10,206
a371,2024-10-30,19:14,Takeaway,253,25,3,75,264,0,264
a371,2024-10-30,19:14,Takeaway,153,189,1,189,264,0,264
a372,2024-10-30,19:21,Delivery,173,329,1,329,329,0,329
a373,2024-10-30,19:32,Dine-in,154,189,1,189,189,0,189
a374,2024-10-30,19:45,Delivery,181,59,3,177,316,0,316
a374,2024-10-30,19:45,Delivery,225,139,1,139,316,0,316
a375,2024-10-30,19:53,Delivery,136,169,1,169,169,10,179
a376,2024-10-30,20:03,Dine-in,183,89,1,89,258,0,258
a376,2024-10-30,20:03,Dine-in,136,169,1,169,258,0,258
a377,2024-10-30,20:18,Takeaway,261,49,5,245,245,0,245
a378,2024-10-30,20:33,Takeaway,187,59,4,236,236,0,236
a379,2024-10-30,20:44,Dine-in,134,159,1,159,297,0,297
a379,2024-10-30,20:44,Dine-in,189,69,2,138,297,0,297
a380,2024-10-30,20:56,Delivery,208,69,1,69,69,20,89
a381,2024-10-30,21:05,Takeaway,250,59,2,118,307,0,307
a381,2024-10-30,21:05,Takeaway,138,189,1,189,307,0,307
a382,2024-10-30,21:12,Takeaway,153,189,1,189,189,0,189
a383,2024-10-30,21:22,Takeaway,283,59,2,118,118,0,118
a384,2024-10-30,21:30,Dine-in,118,129,1,129,129,0,129
a385,2024-10-30,21:43,Dine-in,188,69,2,138,217,0,217
a385,2024-10-30,21:43,Dine-in,103,79,1,79,217,0,217
a386,2024-10-30,21:55,Delivery,279,59,3,177,177,10,187
a387,2024-10-30,22:04,Dine-in,285,59,5,295,295,0,295
a388,2024-10-30,22:10,Delivery,273,59,2,118,118,10,128
a389,2024-10-30,22:17,Delivery,185,89,1,89,89,20,109
a390,2024-10-30,22:29,Dine-in,115,159,2,318,318,0,318
a392,2024-10-30,22:47,Dine-in,263,49,2,98,98,0,98
a393,2024-10-30,22:55,Delivery,190,79,3,237,237,0,237
a394,2024-10-30,23:01,Takeaway,273,59,4,236,285,0,285
a394,2024-10-30,23:01,Takeaway,261,49,1,49,285,0,285
a395,2024-10-30,23:08,Takeaway,189,69,4,276,276,0,276
a396,2024-10-30,23:17,Delivery,199,59,1,59,258,0,258
a396,2024-10-30,23:17,Delivery,156,199,1,199,258,0,258
a398,2024-10-30,23:35,Dine-in,136,169,2,338,338,0,338
a399,2024-10-31,13:00,Dine-in,139,199,1,199,199,0,199
a400,2024-10-31,13:08,Takeaway,106,99,3,297,297,0,297
a401,2024-10-31,13:18,Delivery,109,109,3,327,327,0,327
a402,2024-10-31,13:31,Delivery,106,99,2,198,257,0,257
a402,2024-10-31,13:31,Delivery,243,59,1,59,257,0,257
a403,2024-10-31,13:43,Takeaway,187,59,3,177,177,0,177
a404,2024-10-31,13:54,Delivery,111,129,1,129,337,0,337
a404,2024-10-31,13:54,Delivery,118,129,1,129,337,0,337
a404,2024-10-31,13:54,Delivery,182,79,1,79,337,0,337
a405,2024-10-31,14:03,Takeaway,135,159,2,318,318,0,318
a406,2024-10-31,14:17,Delivery,146,249,1,249,249,0,249
a407,2024-10-31,14:24,Dine-in,262,49,4,196,295,0,295
a407,2024-10-31,14:24,Dine-in,107,99,1,99,295,0,295
a408,2024-10-31,14:33,Dine-in,110,119,1,119,315,0,315
a408,2024-10-31,14:33,Dine-in,178,49,4,196,315,0,315
a409,2024-10-31,14:39,Takeaway,178,49,4,196,196,0,196
a410,2024-10-31,14:51,Delivery,183,89,3,267,267,0,267
a411,2024-10-31,15:01,Takeaway,285,59,2,118,118,0,118
a412,2024-10-31,15:11,Delivery,164,269,1,269,269,0,269
a414,2024-10-31,15:22,Delivery,133,149,2,298,298,0,298
a415,2024-10-31,15:28,Takeaway,141,229,1,229,347,0,347
a415,2024-10-31,15:28,Takeaway,250,59,2,118,347,0,347
a416,2024-10-31,15:39,Dine-in,141,229,1,229,229,0,229
a417,2024-10-31,15:47,Takeaway,103,79,2,158,158,0,158
a418,2024-10-31,16:01,Dine-in,208,69,1,69,69,0,69
a419,2024-10-31,16:11,Delivery,290,99,1,99,258,0,258
a419,2024-10-31,16:11,Delivery,134,159,1,159,258,0,258
a420,2024-10-31,16:23,Delivery,269,25,4,100,347,0,347
a420,2024-10-31,16:23,Delivery,130,129,1,129,347,0,347
a420,2024-10-31,16:23,Delivery,250,59,2,118,347,0,347
a421,2024-10-31,16:33,Takeaway,131,129,2,258,258,0,258
a422,2024-10-31,16:46,Delivery,179,59,4,236,285,0,285
a422,2024-10-31,16:46,Delivery,194,49,1,49,285,0,285
a423,2024-10-31,17:00,Delivery,112,139,2,278,278,0,278
a424,2024-10-31,17:15,Delivery,114,149,2,298,298,0,298
a425,2024-10-31,17:22,Delivery,105,89,1,89,89,20,109
a426,2024-10-31,17:29,Takeaway,169,269,1,269,269,0,269
a427,2024-10-31,17:37,Dine-in,181,59,4,236,315,0,315
a427,2024-10-31,17:37,Dine-in,288,79,1,79,315,0,315
a428,2024-10-31,17:46,Delivery,288,79,1,79,316,0,316
a428,2024-10-31,17:46,Delivery,190,79,3,237,316,0,316
a429,2024-10-31,17:53,Dine-in,144,209,1,209,209,0,209
a430,2024-10-31,18:07,Takeaway,111,129,1,129,129,0,129
a431,2024-10-31,18:17,Delivery,257,59,4,236,236,0,236
a432,2024-10-31,18:24,Dine-in,214,99,2,198,198,0,198
a433,2024-10-31,18:29,Delivery,123,169,1,169,169,10,179
a434,2024-10-31,18:41,Dine-in,135,159,1,159,159,0,159
a435,2024-10-31,18:46,Takeaway,276,59,4,236,236,0,236
a436,2024-10-31,19:01,Dine-in,187,59,4,236,315,0,315
a436,2024-10-31,19:01,Dine-in,190,79,1,79,315,0,315
a437,2024-10-31,19:16,Dine-in,182,79,2,158,307,0,307
